"","SiteID","catchment","sDate","RUN","AGE","N","year","siteNum","yearNum","watershedNum"
"45","1F003","20801038469687",2003-06-30,3,0,4,2003,1,8,19
"46","1F003","20801038469687",2003-06-30,1,1,16,2003,1,8,19
"47","1F003","20801038469687",2003-06-30,2,1,13,2003,1,8,19
"48","1F003","20801038469687",2003-06-30,3,1,3,2003,1,8,19
"49","1F003","20801038469687",2004-06-24,1,0,73,2004,1,9,19
"50","1F003","20801038469687",2004-06-24,2,0,38,2004,1,9,19
"51","1F003","20801038469687",2004-06-24,3,0,13,2004,1,9,19
"52","1F003","20801038469687",2004-06-24,1,1,36,2004,1,9,19
"53","1F003","20801038469687",2004-06-24,2,1,7,2004,1,9,19
"54","1F003","20801038469687",2004-06-24,3,1,2,2004,1,9,19
"55","1F003","20801038469687",2006-06-20,1,0,126,2006,1,11,19
"56","1F003","20801038469687",2006-06-20,2,0,46,2006,1,11,19
"57","1F003","20801038469687",2006-06-20,3,0,18,2006,1,11,19
"58","1F003","20801038469687",2006-06-20,1,1,60,2006,1,11,19
"59","1F003","20801038469687",2006-06-20,2,1,7,2006,1,11,19
"60","1F003","20801038469687",2006-06-20,3,1,6,2006,1,11,19
"61","1F003","20801038469687",2008-06-16,1,0,43,2008,1,13,19
"62","1F003","20801038469687",2008-06-16,2,0,20,2008,1,13,19
"63","1F003","20801038469687",2008-06-16,3,0,7,2008,1,13,19
"64","1F003","20801038469687",2008-06-16,1,1,50,2008,1,13,19
"65","1F003","20801038469687",2008-06-16,2,1,11,2008,1,13,19
"66","1F003","20801038469687",2008-06-16,3,1,0,2008,1,13,19
"67","1F003","20801038469687",2010-06-22,1,0,9,2010,1,15,19
"68","1F003","20801038469687",2010-06-22,2,0,4,2010,1,15,19
"69","1F003","20801038469687",2010-06-22,3,0,1,2010,1,15,19
"70","1F003","20801038469687",2010-06-22,1,1,28,2010,1,15,19
"71","1F003","20801038469687",2010-06-22,2,1,2,2010,1,15,19
"72","1F003","20801038469687",2010-06-22,3,1,2,2010,1,15,19
"73","1F003","20801038469687",2012-06-19,1,0,77,2012,1,17,19
"74","1F003","20801038469687",2012-06-19,2,0,24,2012,1,17,19
"75","1F003","20801038469687",2012-06-19,3,0,17,2012,1,17,19
"76","1F003","20801038469687",2012-06-19,1,1,2,2012,1,17,19
"77","1F003","20801038469687",2012-06-19,2,1,0,2012,1,17,19
"78","1F003","20801038469687",2012-06-19,3,1,0,2012,1,17,19
"79","1F003","20801038469687",2014-06-26,1,0,20,2014,1,19,19
"80","1F003","20801038469687",2014-06-26,2,0,21,2014,1,19,19
"81","1F003","20801038469687",2014-06-26,3,0,5,2014,1,19,19
"82","1F003","20801038469687",2014-06-26,1,1,4,2014,1,19,19
"83","1F003","20801038469687",2014-06-26,2,1,2,2014,1,19,19
"84","1F003","20801038469687",2014-06-26,3,1,0,2014,1,19,19
"85","1F003","20801038469687",2016-06-27,1,0,9,2016,1,21,19
"86","1F003","20801038469687",2016-06-27,2,0,7,2016,1,21,19
"87","1F003","20801038469687",2016-06-27,3,0,3,2016,1,21,19
"88","1F003","20801038469687",2016-06-27,1,1,18,2016,1,21,19
"89","1F003","20801038469687",2016-06-27,2,1,4,2016,1,21,19
"90","1F003","20801038469687",2016-06-27,3,1,2,2016,1,21,19
"91","1F003","20801038469687",2018-07-10,1,0,1,2018,1,23,19
"92","1F003","20801038469687",2018-07-10,2,0,2,2018,1,23,19
"93","1F003","20801038469687",2018-07-10,3,0,1,2018,1,23,19
"94","1F003","20801038469687",2018-07-10,1,1,10,2018,1,23,19
"95","1F003","20801038469687",2018-07-10,2,1,1,2018,1,23,19
"96","1F003","20801038469687",2018-07-10,3,1,1,2018,1,23,19
"97","1F003","20801038469687",2020-06-26,1,0,9,2020,1,25,19
"98","1F003","20801038469687",2020-06-26,2,0,6,2020,1,25,19
"99","1F003","20801038469687",2020-06-26,3,0,3,2020,1,25,19
"100","1F003","20801038469687",2020-06-26,1,1,9,2020,1,25,19
"101","1F003","20801038469687",2020-06-26,2,1,3,2020,1,25,19
"102","1F003","20801038469687",2020-06-26,3,1,1,2020,1,25,19
"103","1F003","20801038469687",2022-06-08,1,0,3,2022,1,27,19
"104","1F003","20801038469687",2022-06-08,2,0,0,2022,1,27,19
"105","1F003","20801038469687",2022-06-08,3,0,0,2022,1,27,19
"106","1F003","20801038469687",2022-06-08,1,1,4,2022,1,27,19
"107","1F003","20801038469687",2022-06-08,2,1,2,2022,1,27,19
"108","1F003","20801038469687",2022-06-08,3,1,0,2022,1,27,19
"109","1F003","20801038469687",2023-06-29,1,0,9,2023,1,28,19
"110","1F003","20801038469687",2023-06-29,2,0,4,2023,1,28,19
"111","1F003","20801038469687",2023-06-29,3,0,2,2023,1,28,19
"112","1F003","20801038469687",2023-06-29,1,1,4,2023,1,28,19
"113","1F003","20801038469687",2023-06-29,2,1,1,2023,1,28,19
"114","1F003","20801038469687",2023-06-29,3,1,2,2023,1,28,19
"115","1F003","20801038469687",NA,1,1,NA,NA,1,16,19
"116","1F003","20801038469687",NA,1,1,NA,NA,1,18,19
"117","1F003","20801038469687",NA,1,1,NA,NA,1,20,19
"118","1F003","20801038469687",NA,1,1,NA,NA,1,22,19
"119","1F003","20801038469687",NA,1,1,NA,NA,1,24,19
"120","1F007","20700055910231",1996-08-06,1,0,13,1996,2,1,7
"121","1F007","20700055910231",1996-08-06,2,0,7,1996,2,1,7
"122","1F007","20700055910231",1996-08-06,3,0,2,1996,2,1,7
"123","1F007","20700055910231",1996-08-06,1,1,41,1996,2,1,7
"124","1F007","20700055910231",1996-08-06,2,1,11,1996,2,1,7
"125","1F007","20700055910231",1996-08-06,3,1,6,1996,2,1,7
"126","1F007","20700055910231",1997-08-05,1,0,279,1997,2,2,7
"127","1F007","20700055910231",1997-08-05,2,0,159,1997,2,2,7
"128","1F007","20700055910231",1997-08-05,3,0,74,1997,2,2,7
"129","1F007","20700055910231",1997-08-05,1,1,17,1997,2,2,7
"130","1F007","20700055910231",1997-08-05,2,1,0,1997,2,2,7
"131","1F007","20700055910231",1997-08-05,3,1,0,1997,2,2,7
"132","1F007","20700055910231",1998-07-27,1,0,25,1998,2,3,7
"133","1F007","20700055910231",1998-07-27,2,0,3,1998,2,3,7
"134","1F007","20700055910231",1998-07-27,3,0,12,1998,2,3,7
"135","1F007","20700055910231",1998-07-27,1,1,89,1998,2,3,7
"136","1F007","20700055910231",1998-07-27,2,1,32,1998,2,3,7
"137","1F007","20700055910231",1998-07-27,3,1,25,1998,2,3,7
"138","1F007","20700055910231",1999-07-28,1,0,18,1999,2,4,7
"139","1F007","20700055910231",1999-07-28,2,0,15,1999,2,4,7
"140","1F007","20700055910231",1999-07-28,3,0,3,1999,2,4,7
"141","1F007","20700055910231",1999-07-28,1,1,46,1999,2,4,7
"142","1F007","20700055910231",1999-07-28,2,1,27,1999,2,4,7
"143","1F007","20700055910231",1999-07-28,3,1,9,1999,2,4,7
"144","1F007","20700055910231",2000-08-01,1,0,91,2000,2,5,7
"145","1F007","20700055910231",2000-08-01,2,0,36,2000,2,5,7
"146","1F007","20700055910231",2000-08-01,3,0,21,2000,2,5,7
"147","1F007","20700055910231",2000-08-01,1,1,36,2000,2,5,7
"148","1F007","20700055910231",2000-08-01,2,1,6,2000,2,5,7
"149","1F007","20700055910231",2000-08-01,3,1,0,2000,2,5,7
"150","1F007","20700055910231",2001-07-31,1,0,62,2001,2,6,7
"151","1F007","20700055910231",2001-07-31,2,0,35,2001,2,6,7
"152","1F007","20700055910231",2001-07-31,3,0,13,2001,2,6,7
"153","1F007","20700055910231",2001-07-31,1,1,134,2001,2,6,7
"154","1F007","20700055910231",2001-07-31,2,1,46,2001,2,6,7
"155","1F007","20700055910231",2001-07-31,3,1,9,2001,2,6,7
"156","1F007","20700055910231",2002-07-30,1,0,37,2002,2,7,7
"157","1F007","20700055910231",2002-07-30,2,0,13,2002,2,7,7
"158","1F007","20700055910231",2002-07-30,3,0,5,2002,2,7,7
"159","1F007","20700055910231",2002-07-30,1,1,55,2002,2,7,7
"160","1F007","20700055910231",2002-07-30,2,1,13,2002,2,7,7
"161","1F007","20700055910231",2002-07-30,3,1,4,2002,2,7,7
"162","1F007","20700055910231",2003-07-30,1,0,34,2003,2,8,7
"163","1F007","20700055910231",2003-07-30,2,0,18,2003,2,8,7
"164","1F007","20700055910231",2003-07-30,3,0,7,2003,2,8,7
"165","1F007","20700055910231",2003-07-30,1,1,35,2003,2,8,7
"166","1F007","20700055910231",2003-07-30,2,1,7,2003,2,8,7
"167","1F007","20700055910231",2003-07-30,3,1,2,2003,2,8,7
"168","1F007","20700055910231",2004-07-29,1,0,175,2004,2,9,7
"169","1F007","20700055910231",2004-07-29,2,0,61,2004,2,9,7
"170","1F007","20700055910231",2004-07-29,3,0,20,2004,2,9,7
"171","1F007","20700055910231",2004-07-29,1,1,24,2004,2,9,7
"172","1F007","20700055910231",2004-07-29,2,1,12,2004,2,9,7
"173","1F007","20700055910231",2004-07-29,3,1,0,2004,2,9,7
"174","1F007","20700055910231",2006-07-31,1,0,166,2006,2,11,7
"175","1F007","20700055910231",2006-07-31,2,0,67,2006,2,11,7
"176","1F007","20700055910231",2006-07-31,3,0,29,2006,2,11,7
"177","1F007","20700055910231",2006-07-31,1,1,37,2006,2,11,7
"178","1F007","20700055910231",2006-07-31,2,1,5,2006,2,11,7
"179","1F007","20700055910231",2006-07-31,3,1,4,2006,2,11,7
"180","1F007","20700055910231",2008-07-31,1,0,64,2008,2,13,7
"181","1F007","20700055910231",2008-07-31,2,0,22,2008,2,13,7
"182","1F007","20700055910231",2008-07-31,3,0,11,2008,2,13,7
"183","1F007","20700055910231",2008-07-31,1,1,60,2008,2,13,7
"184","1F007","20700055910231",2008-07-31,2,1,16,2008,2,13,7
"185","1F007","20700055910231",2008-07-31,3,1,10,2008,2,13,7
"186","1F007","20700055910231",2010-07-27,1,0,4,2010,2,15,7
"187","1F007","20700055910231",2010-07-27,2,0,1,2010,2,15,7
"188","1F007","20700055910231",2010-07-27,3,0,0,2010,2,15,7
"189","1F007","20700055910231",2010-07-27,1,1,53,2010,2,15,7
"190","1F007","20700055910231",2010-07-27,2,1,12,2010,2,15,7
"191","1F007","20700055910231",2010-07-27,3,1,4,2010,2,15,7
"192","1F007","20700055910231",2012-07-30,1,0,130,2012,2,17,7
"193","1F007","20700055910231",2012-07-30,2,0,84,2012,2,17,7
"194","1F007","20700055910231",2012-07-30,3,0,33,2012,2,17,7
"195","1F007","20700055910231",2012-07-30,1,1,43,2012,2,17,7
"196","1F007","20700055910231",2012-07-30,2,1,4,2012,2,17,7
"197","1F007","20700055910231",2012-07-30,3,1,1,2012,2,17,7
"198","1F007","20700055910231",2014-07-29,1,0,84,2014,2,19,7
"199","1F007","20700055910231",2014-07-29,2,0,47,2014,2,19,7
"200","1F007","20700055910231",2014-07-29,3,0,22,2014,2,19,7
"201","1F007","20700055910231",2014-07-29,1,1,47,2014,2,19,7
"202","1F007","20700055910231",2014-07-29,2,1,10,2014,2,19,7
"203","1F007","20700055910231",2014-07-29,3,1,2,2014,2,19,7
"204","1F007","20700055910231",2016-07-27,1,0,69,2016,2,21,7
"205","1F007","20700055910231",2016-07-27,2,0,30,2016,2,21,7
"206","1F007","20700055910231",2016-07-27,3,0,16,2016,2,21,7
"207","1F007","20700055910231",2016-07-27,1,1,43,2016,2,21,7
"208","1F007","20700055910231",2016-07-27,2,1,13,2016,2,21,7
"209","1F007","20700055910231",2016-07-27,3,1,11,2016,2,21,7
"210","1F007","20700055910231",2018-08-06,1,0,13,2018,2,23,7
"211","1F007","20700055910231",2018-08-06,2,0,3,2018,2,23,7
"212","1F007","20700055910231",2018-08-06,3,0,2,2018,2,23,7
"213","1F007","20700055910231",2018-08-06,1,1,30,2018,2,23,7
"214","1F007","20700055910231",2018-08-06,2,1,14,2018,2,23,7
"215","1F007","20700055910231",2018-08-06,3,1,12,2018,2,23,7
"216","1F007","20700055910231",2020-08-13,1,0,50,2020,2,25,7
"217","1F007","20700055910231",2020-08-13,2,0,29,2020,2,25,7
"218","1F007","20700055910231",2020-08-13,3,0,7,2020,2,25,7
"219","1F007","20700055910231",2020-08-13,1,1,10,2020,2,25,7
"220","1F007","20700055910231",2020-08-13,2,1,4,2020,2,25,7
"221","1F007","20700055910231",2020-08-13,3,1,0,2020,2,25,7
"222","1F007","20700055910231",2022-07-27,1,0,20,2022,2,27,7
"223","1F007","20700055910231",2022-07-27,2,0,15,2022,2,27,7
"224","1F007","20700055910231",2022-07-27,3,0,2,2022,2,27,7
"225","1F007","20700055910231",2022-07-27,1,1,12,2022,2,27,7
"226","1F007","20700055910231",2022-07-27,2,1,7,2022,2,27,7
"227","1F007","20700055910231",2022-07-27,3,1,3,2022,2,27,7
"228","1F007","20700055910231",2023-07-31,1,0,26,2023,2,28,7
"229","1F007","20700055910231",2023-07-31,2,0,12,2023,2,28,7
"230","1F007","20700055910231",2023-07-31,3,0,13,2023,2,28,7
"231","1F007","20700055910231",2023-07-31,1,1,9,2023,2,28,7
"232","1F007","20700055910231",2023-07-31,2,1,5,2023,2,28,7
"233","1F007","20700055910231",2023-07-31,3,1,5,2023,2,28,7
"234","1F030","20801038469687",1996-07-18,1,0,3,1996,3,1,19
"235","1F030","20801038469687",1996-07-18,2,0,1,1996,3,1,19
"236","1F030","20801038469687",1996-07-18,1,1,25,1996,3,1,19
"237","1F030","20801038469687",1996-07-18,2,1,2,1996,3,1,19
"238","1F030","20801038469687",1997-07-28,1,0,84,1997,3,2,19
"239","1F030","20801038469687",1997-07-28,2,0,31,1997,3,2,19
"240","1F030","20801038469687",1997-07-28,3,0,14,1997,3,2,19
"241","1F030","20801038469687",1997-07-28,1,1,11,1997,3,2,19
"242","1F030","20801038469687",1997-07-28,2,1,1,1997,3,2,19
"243","1F030","20801038469687",1997-07-28,3,1,2,1997,3,2,19
"244","1F030","20801038469687",1998-07-14,1,0,9,1998,3,3,19
"245","1F030","20801038469687",1998-07-14,2,0,9,1998,3,3,19
"246","1F030","20801038469687",1998-07-14,3,0,4,1998,3,3,19
"247","1F030","20801038469687",1998-07-14,1,1,34,1998,3,3,19
"248","1F030","20801038469687",1998-07-14,2,1,10,1998,3,3,19
"249","1F030","20801038469687",1998-07-14,3,1,4,1998,3,3,19
"250","1F030","20801038469687",1999-07-21,1,0,65,1999,3,4,19
"251","1F030","20801038469687",1999-07-21,2,0,18,1999,3,4,19
"252","1F030","20801038469687",1999-07-21,3,0,22,1999,3,4,19
"253","1F030","20801038469687",1999-07-21,1,1,27,1999,3,4,19
"254","1F030","20801038469687",1999-07-21,2,1,4,1999,3,4,19
"255","1F030","20801038469687",1999-07-21,3,1,3,1999,3,4,19
"256","1F030","20801038469687",2000-07-27,1,0,77,2000,3,5,19
"257","1F030","20801038469687",2000-07-27,2,0,32,2000,3,5,19
"258","1F030","20801038469687",2000-07-27,3,0,10,2000,3,5,19
"259","1F030","20801038469687",2000-07-27,1,1,29,2000,3,5,19
"260","1F030","20801038469687",2000-07-27,2,1,11,2000,3,5,19
"261","1F030","20801038469687",2000-07-27,3,1,1,2000,3,5,19
"262","1F030","20801038469687",2001-07-26,1,0,114,2001,3,6,19
"263","1F030","20801038469687",2001-07-26,2,0,29,2001,3,6,19
"264","1F030","20801038469687",2001-07-26,3,0,20,2001,3,6,19
"265","1F030","20801038469687",2001-07-26,1,1,47,2001,3,6,19
"266","1F030","20801038469687",2001-07-26,2,1,9,2001,3,6,19
"267","1F030","20801038469687",2001-07-26,3,1,1,2001,3,6,19
"268","1F030","20801038469687",2002-07-23,1,0,83,2002,3,7,19
"269","1F030","20801038469687",2002-07-23,2,0,32,2002,3,7,19
"270","1F030","20801038469687",2002-07-23,3,0,16,2002,3,7,19
"271","1F030","20801038469687",2002-07-23,1,1,65,2002,3,7,19
"272","1F030","20801038469687",2002-07-23,2,1,11,2002,3,7,19
"273","1F030","20801038469687",2002-07-23,3,1,2,2002,3,7,19
"274","1F030","20801038469687",2003-07-28,1,0,31,2003,3,8,19
"275","1F030","20801038469687",2003-07-28,2,0,15,2003,3,8,19
"276","1F030","20801038469687",2003-07-28,3,0,3,2003,3,8,19
"277","1F030","20801038469687",2003-07-28,1,1,21,2003,3,8,19
"278","1F030","20801038469687",2003-07-28,2,1,3,2003,3,8,19
"279","1F030","20801038469687",2003-07-28,3,1,0,2003,3,8,19
"280","1F030","20801038469687",2004-07-22,1,0,45,2004,3,9,19
"281","1F030","20801038469687",2004-07-22,2,0,22,2004,3,9,19
"282","1F030","20801038469687",2004-07-22,3,0,4,2004,3,9,19
"283","1F030","20801038469687",2004-07-22,1,1,25,2004,3,9,19
"284","1F030","20801038469687",2004-07-22,2,1,5,2004,3,9,19
"285","1F030","20801038469687",2004-07-22,3,1,1,2004,3,9,19
"286","1F030","20801038469687",2006-07-26,1,0,54,2006,3,11,19
"287","1F030","20801038469687",2006-07-26,2,0,18,2006,3,11,19
"288","1F030","20801038469687",2006-07-26,3,0,18,2006,3,11,19
"289","1F030","20801038469687",2006-07-26,1,1,81,2006,3,11,19
"290","1F030","20801038469687",2006-07-26,2,1,16,2006,3,11,19
"291","1F030","20801038469687",2006-07-26,3,1,4,2006,3,11,19
"292","1F030","20801038469687",2008-07-17,1,0,35,2008,3,13,19
"293","1F030","20801038469687",2008-07-17,2,0,15,2008,3,13,19
"294","1F030","20801038469687",2008-07-17,3,0,9,2008,3,13,19
"295","1F030","20801038469687",2008-07-17,1,1,37,2008,3,13,19
"296","1F030","20801038469687",2008-07-17,2,1,4,2008,3,13,19
"297","1F030","20801038469687",2008-07-17,3,1,2,2008,3,13,19
"298","1F030","20801038469687",2010-07-21,1,0,4,2010,3,15,19
"299","1F030","20801038469687",2010-07-21,2,0,1,2010,3,15,19
"300","1F030","20801038469687",2010-07-21,3,0,0,2010,3,15,19
"301","1F030","20801038469687",2010-07-21,1,1,30,2010,3,15,19
"302","1F030","20801038469687",2010-07-21,2,1,4,2010,3,15,19
"303","1F030","20801038469687",2010-07-21,3,1,1,2010,3,15,19
"304","1F030","20801038469687",2012-07-18,1,0,28,2012,3,17,19
"305","1F030","20801038469687",2012-07-18,2,0,7,2012,3,17,19
"306","1F030","20801038469687",2012-07-18,3,0,1,2012,3,17,19
"307","1F030","20801038469687",2012-07-18,1,1,4,2012,3,17,19
"308","1F030","20801038469687",2012-07-18,2,1,2,2012,3,17,19
"309","1F030","20801038469687",2012-07-18,3,1,0,2012,3,17,19
"310","1F030","20801038469687",2014-07-24,1,0,6,2014,3,19,19
"311","1F030","20801038469687",2014-07-24,2,0,2,2014,3,19,19
"312","1F030","20801038469687",2014-07-24,3,0,2,2014,3,19,19
"313","1F030","20801038469687",2014-07-24,1,1,8,2014,3,19,19
"314","1F030","20801038469687",2014-07-24,2,1,0,2014,3,19,19
"315","1F030","20801038469687",2014-07-24,3,1,1,2014,3,19,19
"316","1F030","20801038469687",2016-07-26,1,0,5,2016,3,21,19
"317","1F030","20801038469687",2016-07-26,2,0,2,2016,3,21,19
"318","1F030","20801038469687",2016-07-26,3,0,2,2016,3,21,19
"319","1F030","20801038469687",2016-07-26,1,1,6,2016,3,21,19
"320","1F030","20801038469687",2016-07-26,2,1,5,2016,3,21,19
"321","1F030","20801038469687",2016-07-26,3,1,0,2016,3,21,19
"322","1F030","20801038469687",2018-08-09,1,0,0,2018,3,23,19
"323","1F030","20801038469687",2018-08-09,2,0,0,2018,3,23,19
"324","1F030","20801038469687",2018-08-09,3,0,0,2018,3,23,19
"325","1F030","20801038469687",2018-08-09,1,1,3,2018,3,23,19
"326","1F030","20801038469687",2018-08-09,2,1,2,2018,3,23,19
"327","1F030","20801038469687",2018-08-09,3,1,0,2018,3,23,19
"328","1F030","20801038469687",2020-07-29,1,0,2,2020,3,25,19
"329","1F030","20801038469687",2020-07-29,2,0,3,2020,3,25,19
"330","1F030","20801038469687",2020-07-29,3,0,0,2020,3,25,19
"331","1F030","20801038469687",2020-07-29,1,1,7,2020,3,25,19
"332","1F030","20801038469687",2020-07-29,2,1,2,2020,3,25,19
"333","1F030","20801038469687",2020-07-29,3,1,0,2020,3,25,19
"334","1F030","20801038469687",2022-07-26,1,0,0,2022,3,27,19
"335","1F030","20801038469687",2022-07-26,2,0,0,2022,3,27,19
"336","1F030","20801038469687",2022-07-26,3,0,0,2022,3,27,19
"337","1F030","20801038469687",2022-07-26,1,1,0,2022,3,27,19
"338","1F030","20801038469687",2022-07-26,2,1,0,2022,3,27,19
"339","1F030","20801038469687",2022-07-26,3,1,0,2022,3,27,19
"340","1F030","20801038469687",2023-07-20,1,0,0,2023,3,28,19
"341","1F030","20801038469687",2023-07-20,2,0,0,2023,3,28,19
"342","1F030","20801038469687",2023-07-20,3,0,0,2023,3,28,19
"343","1F030","20801038469687",2023-07-20,1,1,0,2023,3,28,19
"344","1F030","20801038469687",2023-07-20,2,1,2,2023,3,28,19
"345","1F030","20801038469687",2023-07-20,3,1,0,2023,3,28,19
"346","1F056","20801038469663",1997-08-12,1,0,64,1997,4,2,17
"347","1F056","20801038469663",1997-08-12,1,1,60,1997,4,2,17
"348","1F056","20801038469663",2002-07-25,1,0,40,2002,4,7,17
"349","1F056","20801038469663",2002-07-25,1,1,80,2002,4,7,17
"350","1F056","20801038469663",2006-08-09,1,0,1,2006,4,11,17
"351","1F056","20801038469663",2006-08-09,2,0,0,2006,4,11,17
"352","1F056","20801038469663",2006-08-09,3,0,0,2006,4,11,17
"353","1F056","20801038469663",2006-08-09,1,1,60,2006,4,11,17
"354","1F056","20801038469663",2006-08-09,2,1,11,2006,4,11,17
"355","1F056","20801038469663",2006-08-09,3,1,5,2006,4,11,17
"356","1F056","20801038469663",2010-08-02,1,0,1,2010,4,15,17
"357","1F056","20801038469663",2010-08-02,2,0,0,2010,4,15,17
"358","1F056","20801038469663",2010-08-02,3,0,0,2010,4,15,17
"359","1F056","20801038469663",2010-08-02,1,1,45,2010,4,15,17
"360","1F056","20801038469663",2010-08-02,2,1,5,2010,4,15,17
"361","1F056","20801038469663",2010-08-02,3,1,2,2010,4,15,17
"362","1F056","20801038469663",2016-08-02,1,0,36,2016,4,21,17
"363","1F056","20801038469663",2016-08-02,2,0,35,2016,4,21,17
"364","1F056","20801038469663",2016-08-02,3,0,12,2016,4,21,17
"365","1F056","20801038469663",2016-08-02,1,1,68,2016,4,21,17
"366","1F056","20801038469663",2016-08-02,2,1,64,2016,4,21,17
"367","1F056","20801038469663",2016-08-02,3,1,7,2016,4,21,17
"368","1F056","20801038469663",2020-09-05,1,0,8,2020,4,25,17
"369","1F056","20801038469663",2020-09-05,2,0,3,2020,4,25,17
"370","1F056","20801038469663",2020-09-05,3,0,2,2020,4,25,17
"371","1F056","20801038469663",2020-09-05,1,1,42,2020,4,25,17
"372","1F056","20801038469663",2020-09-05,2,1,15,2020,4,25,17
"373","1F056","20801038469663",2020-09-05,3,1,9,2020,4,25,17
"374","1F058","20801038469663",1997-08-12,1,0,76,1997,5,2,17
"375","1F058","20801038469663",1997-08-12,1,1,51,1997,5,2,17
"376","1F058","20801038469663",2002-07-25,1,0,19,2002,5,7,17
"377","1F058","20801038469663",2002-07-25,1,1,66,2002,5,7,17
"378","1F058","20801038469663",2006-08-09,1,0,9,2006,5,11,17
"379","1F058","20801038469663",2006-08-09,2,0,4,2006,5,11,17
"380","1F058","20801038469663",2006-08-09,3,0,1,2006,5,11,17
"381","1F058","20801038469663",2006-08-09,1,1,54,2006,5,11,17
"382","1F058","20801038469663",2006-08-09,2,1,15,2006,5,11,17
"383","1F058","20801038469663",2006-08-09,3,1,1,2006,5,11,17
"384","1F058","20801038469663",2010-08-02,1,0,3,2010,5,15,17
"385","1F058","20801038469663",2010-08-02,2,0,3,2010,5,15,17
"386","1F058","20801038469663",2010-08-02,3,0,0,2010,5,15,17
"387","1F058","20801038469663",2010-08-02,1,1,28,2010,5,15,17
"388","1F058","20801038469663",2010-08-02,2,1,17,2010,5,15,17
"389","1F058","20801038469663",2010-08-02,3,1,0,2010,5,15,17
"390","1F058","20801038469663",2016-08-02,1,0,22,2016,5,21,17
"391","1F058","20801038469663",2016-08-02,2,0,11,2016,5,21,17
"392","1F058","20801038469663",2016-08-02,3,0,6,2016,5,21,17
"393","1F058","20801038469663",2016-08-02,1,1,23,2016,5,21,17
"394","1F058","20801038469663",2016-08-02,2,1,15,2016,5,21,17
"395","1F058","20801038469663",2016-08-02,3,1,5,2016,5,21,17
"396","1F058","20801038469663",2020-09-05,1,0,12,2020,5,25,17
"397","1F058","20801038469663",2020-09-05,2,0,10,2020,5,25,17
